source,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,judge,advocate,main_subject
62010CO0530,Order of the President of the Court of 11 November 2011,,  Riccardo Nencini v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-530/10 P(R),ECLI identifier: ECLI:EU:C:2011:729,12/11/2010,11/11/2011,Italy,Skouris,,INST
62011CO0265,Order of the Court (Fifth Chamber) of 6 October 2011,Fifth Chamber,  Massimo Campailla v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-265/11 P,ECLI identifier: ECLI:EU:C:2011:644,24/05/2011,06/10/2011,France,Borg Barthet,Cruz Villalón,INST
62011CO0093,Order of the Court (Sixth Chamber) of 28 June 2011,Sixth Chamber,  Verein Deutsche Sprache eV v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-93/11 P,ECLI identifier: ECLI:EU:C:2011:429,24/02/2011,28/06/2011,Germany,Rosas,Mazák,INST
62010CO0609,Order of the Court (Eighth Chamber) of 14 April 2011,Eighth Chamber,  Dieter C, Umbach v European Commission,  Appeal - Access to the documents of the Institutions - 'TACIS programme' - Contract concluded by the Commission - Termination of the contract - Dispute between the contracting parties - Application for access to documents - Manifest inadmissibility,  Case C-609/10 P,ECLI identifier: ECLI:EU:C:2011:263,21/12/2010,14/04/2011,Thailand; Provisional data,Schiemann,Cruz Villalón,INST
62009CO0457,Order of the Court (Fifth Chamber) of 1 March 2011,Fifth Chamber,Claude Chartry v Belgian State,Reference for a preliminary ruling: Tribunal de première instance de Liège - Belgium,Preliminary references - Clear lack of jurisdiction of the Court,Case C-457/09,ECLI identifier: ECLI:EU:C:2011:101,23/11/2009,01/03/2011,Belgium,Berger,Mengozzi,INST
62010CO0525,Order of the Court (Eighth Chamber) of 10 March 2011,Eighth Chamber,  Mariyus Noko Ngele v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-525/10 P,ECLI identifier: ECLI:EU:C:2011:144,10/11/2010,10/03/2011,Belgium,Jarašiūnas,Cruz Villalón,INST
62010CO0404,Order of the President of the Court of 31 January 2011,,  Commission of the European Communities v Éditions Odile Jacob SAS,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-404/10 P-R,ECLI identifier: ECLI:EU:C:2011:37,10/08/2010,31/01/2011,France,Juhász,Mazák,INST
62010CO0143,Order of the Court (Seventh Chamber) of 19 November 2010,Seventh Chamber,  Antoni Tomasz Uznański v Republic of Poland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-143/10 P,ECLI identifier: ECLI:EU:C:2010:705,29/01/2010,19/11/2010,Poland,Arestis,Sharpston,INST
62010CO0028,Order of the Court (Second Chamber) of 2 September 2010,Second Chamber,  Mehmet Salih Bayramoglu v European Parliament and Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-28/10 P,ECLI identifier: ECLI:EU:C:2010:493,20/11/2009,02/09/2010,Cyprus,Cunha Rodrigues,Jääskinen,INST
62009CO0507,Order of the Court (Seventh Chamber) of 6 May 2010,Seventh Chamber,  Goldman Management Inc, v European Commission and Republic of Bulgaria,  Appeal - Article 119 of the Rules of Procedure of the Court of Justice - Commission’s failure to bring infringement proceedings against the Republic of Bulgaria - Bulgarian Government’s failure to act in a dispute involving internal law - Compensation for the damage supposedly sustained by reason of those failures - Appeal clearly inadmissible,  Case C-507/09 P,ECLI identifier: ECLI:EU:C:2010:259,07/12/2009,06/05/2010,United States; Bulgaria; Provisional data,Juhász,Cruz Villalón,INST
62008CO0114(01),Order of the President of the Court of 20 April 2010,,  Rosario Maria Pellegrini v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-114/08 P(R)-INT,ECLI identifier: ECLI:EU:C:2010:204,18/08/2009,20/04/2010,Italy,Skouris,,INST
62009CO0374,Order of the Court (Fifth Chamber) of 4 March 2010,Fifth Chamber,  Constantin Hârsulescu v Roumanie,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-374/09 P,ECLI identifier: ECLI:EU:C:2010:123,23/09/2009,04/03/2010,Romania,Berger,Kokott,INST
62008CO0281,Order of the Court (Fourth Chamber) of 24 November 2009,Fourth Chamber,  Landtag Schleswig-Holstein v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-281/08 P,ECLI identifier: ECLI:EU:C:2009:728,25/06/2008,24/11/2009,Germany,Bonichot,Mengozzi,INST
62008CO0295,Order of the Court (Eighth Chamber) of 29 June 2009,Eighth Chamber,Cofra srl v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-295/08 P,ECLI identifier: ECLI:EU:C:2009:407,03/07/2008,29/06/2009,Italy,von Danwitz,Sharpston,INST
62008CO0225,Order of the Court (Eighth Chamber) of 29 June 2009,Eighth Chamber,Nuova Agricast Srl v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-225/08 P,ECLI identifier: ECLI:EU:C:2009:406,21/05/2008,29/06/2009,Italy,von Danwitz,Sharpston,INST
62008CO0580,Order of the Court (Sixth Chamber) of 25 June 2009,Sixth Chamber,  Devrajan Srinivasan v European Ombudsman,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-580/08 P,ECLI identifier: ECLI:EU:C:2009:402,24/12/2008,25/06/2009,Ireland,Bay Larsen,Mengozzi,INST
62008CO0498,Order of the Court (Sixth Chamber) of 9 July 2009,Sixth Chamber,  Fornaci Laterizi Danesi SpA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-498/08 P,ECLI identifier: ECLI:EU:C:2009:447,12/11/2008,09/07/2009,Italy,Bay Larsen,Kokott,INST
62008CO0349(01),Order of the President of the Court of 19 May 2009,,  Hans Kronberger v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-349/08 P-R,ECLI identifier: ECLI:EU:C:2009:325,01/08/2008,19/05/2009,Austria,Silva de Lapuerta,Bot,INST
62008CO0349,Order of the Court (Eighth Chamber) of 19 May 2009,Eighth Chamber,  Hans Kronberger v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-349/08 P,ECLI identifier: ECLI:EU:C:2009:324,01/08/2008,19/05/2009,Austria,Silva de Lapuerta,Bot,INST
62008CO0535,Order of the Court (Sixth Chamber) of 26 March 2009,Sixth Chamber,  Maria Catena Rita Pignataro v Ufficio centrale circoscrizionale presso il Tribunale di Catania and Others,  Reference for a preliminary ruling: Tribunale amministrativo regionale per la Sicilia - Italy,  Eligibility requirements for regional elections - Requirement of residence in the region concerned - Articles 17 EC and 18 EC - Fundamental rights - No link with Community law - Court clearly lacking jurisdiction,  Case C-535/08,ECLI identifier: ECLI:EU:C:2009:204,03/12/2008,26/03/2009,Italy,Schiemann,Poiares Maduro,INST
62008CO0251,Order of the Court (Eighth Chamber) of 17 March 2009,Eighth Chamber,  Ammayappan Ayyanarsamy v Commission of the European Communities and Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-251/08 P,ECLI identifier: ECLI:EU:C:2009:161,03/06/2008,17/03/2009,Germany,Malenovský,Mazák,INST
62006CO0525,Order of the Court (Second Chamber) of 24 March 2009,Second Chamber,  De Nationale Loterij NV v Customer Service Agency BVBA,  Reference for a preliminary ruling: Rechtbank van koophandel te Hasselt - Belgium,  Appeal against a judgment making a reference for a preliminary ruling - Appeal court giving judgment itself in the main proceedings - No need to reply,  Case C-525/06,ECLI identifier: ECLI:EU:C:2009:179,22/12/2006,24/03/2009,Belgium,Schiemann,Bot,INST
62006CO0502(01),Order of the Court (Eighth Chamber) of 24 September 2008,Eighth Chamber,  Carlos Correia de Matos v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-502/06 P-INT,ECLI identifier: ECLI:EU:C:2008:519,24/01/2008,24/09/2008,Portugal,Arestis,Sharpston,INST
62008CO0290,Order of the Court (Eighth Chamber) of 10 February 2009,Eighth Chamber,  Carlos Correia de Matos v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-290/08 P,ECLI identifier: ECLI:EU:C:2009:73,01/07/2008,10/02/2009,Portugal,Arestis,Kokott,INST
62007CO0512,Order of the President of the Court of 13 January 2009,,  Achille Occhetto and European Parliament v Beniamino Donnici,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-512/07 P(R) and C-15/08 P(R),ECLI identifier: ECLI:EU:C:2009:3,19/11/2007,13/01/2009,Italy,Skouris,Poiares Maduro,INST
62008CO0025,Order of the Court (Eighth Chamber) of 13 November 2008,Eighth Chamber,  Giuseppe Gargani v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-25/08 P,ECLI identifier: ECLI:EU:C:2008:625,21/01/2008,13/11/2008,Italy,von Danwitz,Bot,INST
62008CO0287,Order of the Court (Fifth Chamber) of 3 October 2008,Fifth Chamber,  Crocefissa Savia and Others v Ministero dell’Istruzione; dell’Università e della Ricerca and Others  Reference for a preliminary ruling: Tribunale ordinario di Milano - Italy,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-287/08,ECLI identifier: ECLI:EU:C:2008:539,30/06/2008,03/10/2008,Italy,Ilešič,Poiares Maduro,INST
62008CO0084,Order of the Court (Second Chamber) of 3 July 2008,Second Chamber,  Athanasios Pitsiorlas v Council of the European Union and European Central Bank,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-84/08 P,ECLI identifier: ECLI:EU:C:2008:384,21/02/2008,03/07/2008,Greece,Timmermans,Poiares Maduro,INST
62008CO0114,Order of the President of the Court of 17 July 2008,,  Rosario Maria Pellegrini v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-114/08 P(R),ECLI identifier: ECLI:EU:C:2008:438,17/03/2008,17/07/2008,Italy,Skouris,Poiares Maduro,INST
62008CO0104,Order of the Court (Seventh Chamber) of 19 June 2008,Seventh Chamber,  Marc André Kurt v Bürgermeister der Stadt Wels,  Reference for a preliminary ruling: Unabhängiger Verwaltungssenat des Landes Oberösterreich - Austria,  Articles 92(1) and 104(3) of the Rules of Procedure - Fundamental freedoms - Charter of Fundamental Rights of the European Union - National legislation requiring the possession of a diploma for the issue of a permit to operate a driving school - Discrimination against own nationals as compared to nationals of other Member States,  Case C-104/08,ECLI identifier: ECLI:EU:C:2008:357,06/03/2008,19/06/2008,Austria,Cunha Rodrigues,Ruiz-Jarabo Colomer,INST
62008CO0049,Order of the Court (Fifth Chamber) of 16 May 2008,Fifth Chamber,  Sandra Raulin v French Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-49/08,ECLI identifier: ECLI:EU:C:2008:286,07/02/2008,16/05/2008,France,Kasel,Poiares Maduro,INST
62007CO0454,Order of the Court (Fifth Chamber) of 16 May 2008,Fifth Chamber,  Hervé Raulin v French Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-454/07,ECLI identifier: ECLI:EU:C:2008:285,10/08/2007,16/05/2008,France,Kasel,Poiares Maduro,INST
62007CO0186,Order of the Court (Eighth Chamber) of 16 April 2008,Eighth Chamber,  Club Náutico de Gran Canaria v Comunidad Autónoma de Canarias,  Reference for a preliminary ruling: Tribunal Superior de Justicia de Canarias - Spain,  Reference for a preliminary ruling - Sixth VAT Directive - Exemptions - Services connected with the practice of sport or physical education - Application to the Canary Islands - Purely internal situation - Referral - Manifest inadmissibility of the reference for a preliminary ruling,  Case C-186/07,ECLI identifier: ECLI:EU:C:2008:227,02/04/2007,16/04/2008,Spain,von Danwitz,Mazák,INST
62007CO0361,Order of the Court (Seventh Chamber) of 16 January 2008,Seventh Chamber,  Olivier Polier v Najar EURL,  Reference for a preliminary ruling: Conseil de prud’hommes de Beauvais - France,  Reference for a preliminary ruling - Charter of Fundamental Rights of the European Union - Convention No 158 of the International Labour Organisation - European Social Charter - Dismissal of an employee without valid reason - Manifest lack of jurisdiction of the Court,  Case C-361/07,ECLI identifier: ECLI:EU:C:2008:16,02/08/2007,16/01/2008,France,Klučka,Mengozzi,INST
62007CO0107,Order of the Court (Eighth Chamber) of 29 November 2007,Eighth Chamber,  Friedrich Weber v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-107/07 P,ECLI identifier: ECLI:EU:C:2007:741,09/02/2007,29/11/2007,Germany,Silva de Lapuerta,Kokott,INST
62007CO0122,Order of the Court (Eighth Chamber) of 29 November 2007,Eighth Chamber,  Eurostrategies SPRL v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-122/07 P,ECLI identifier: ECLI:EU:C:2007:743,20/02/2007,29/11/2007,Belgium,Silva de Lapuerta,Kokott,INST
62006CO0502,Order of the Court (Eighth Chamber) of 21 November 2007,Eighth Chamber,  Carlos Correia de Matos v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-502/06 P,ECLI identifier: ECLI:EU:C:2007:696,09/12/2006,21/11/2007,Portugal,Arestis,Sharpston,INST
62006CO0269,Order of the Court (Fourth Chamber) of 11 December 2007,Fourth Chamber,  Commission of the European Communities v Translation Centre for the Bodies of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-269/06,ECLI identifier: ECLI:EU:C:2007:774,15/06/2006,11/12/2007,,Silva de Lapuerta,Mengozzi,INST
62006CO0302,Order of the Court (Third Chamber) of 25 January 2007,Third Chamber,  František Koval'ský v Mesto Prešov and Dopravný podnik Mesta Prešov; a,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-302/06,ECLI identifier: ECLI:EU:C:2007:64,07/07/2006,25/01/2007,Slovakia,Lõhmus,Bot,INST
62005CO0200,Order of the Court (Fifth Chamber) of 16 March 2006,Fifth Chamber,  Carlos Correia de Matos v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-200/05 P,ECLI identifier: ECLI:EU:C:2006:187,01/05/2005,16/03/2006,Portugal,Arestis,Tizzano,INST
62005CO0338,Order of the Court (Second Chamber) of 13 July 2006,Second Chamber,  Front national and Others v European Parliament and Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-338/05 P,ECLI identifier: ECLI:EU:C:2006:482,19/09/2005,13/07/2006,Belgium; France; Italy,Timmermans,Sharpston,INST
62004CO0328,Order of the Court (Fourth Chamber) of 6 October 2005,Fourth Chamber,  Criminal proceedings against Attila Vajnai,  Reference for a preliminary ruling: Fővárosi Bíróság - Hungary,  Reference for a preliminary ruling - Interpretation of the principle of non-discrimination - National provision prohibiting; on pain of criminal prosecution; the use in public of a symbol consisting of a five-point red star - Lack of jurisdiction of the Court,  Case C-328/04,ECLI identifier: ECLI:EU:C:2005:596,28/07/2004,06/10/2005,Hungary,Schiemann,Stix-Hackl,INST
62004CO0521,Order of the President of the Court of 19 April 2005,,  Hans-Martin Tillack v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-521/04 P(R),ECLI identifier: ECLI:EU:C:2005:240,24/12/2004,19/04/2005,Germany,,Geelhoed,INST
62004CO0317,Order of the Court (Grand Chamber) of 17 March 2005,Grand Chamber,  European Parliament v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-317/04,ECLI identifier: ECLI:EU:C:2005:189,21/10/2004,17/03/2005,,Colneric,Léger,INST
62004CO0318,Order of the Court (Grand Chamber) of 17 March 2005,Grand Chamber,  European Parliament v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-318/04,ECLI identifier: ECLI:EU:C:2005:190,21/10/2004,17/03/2005,,Colneric,Léger,INST
62002CO0360,Order of the Court (Second Chamber) of 29 October 2004,Second Chamber,  Carlo Ripa di Meana v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-360/02 P,ECLI identifier: ECLI:EU:C:2004:690,02/10/2002,29/10/2004,Italy,Timmermans,Poiares Maduro,INST
62001CO0488,Order of the Court (Full Court) of 11 November 2003,Full Court,  Jean-Claude Martinez v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-488/01 P,ECLI identifier: ECLI:EU:C:2003:608,11/12/2001,11/11/2003,France,Timmermans,Ruiz-Jarabo Colomer,INST
62003CO0208,Order of the President of the Court of 31 July 2003,,  Jean-Marie Le Pen v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-208/03 P-R,ECLI identifier: ECLI:EU:C:2003:424,10/06/2003,31/07/2003,France,Timmermans,Jacobs,INST
62001CO0486,Order of the President of the Court of 21 February 2002,,  Front National and Jean-Claude Martinez v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-486/01 P-R and C-488/01 P-R,ECLI identifier: ECLI:EU:C:2002:116,17/12/2001,21/02/2002,France,Timmermans,Ruiz-Jarabo Colomer,INST
61997CO0248,Order of the President of the Court of 10 September 1997,,  Luis Manuel Chaves Fonseca Ferrão v Office for Harmonisation in the Internal Market (Trade Marks and Designs),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-248/97 P (R),ECLI identifier: ECLI:EU:C:1997:394,08/07/1997,10/09/1997,,Rodríguez Iglesias,,INST
61996CO0303,Order of the Court (First Chamber) of 6 March 1997,First Chamber,  Giorgio Bernardi v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-303/96 P,ECLI identifier: ECLI:EU:C:1997:115,17/09/1996,06/03/1997,,Wathelet,Ruiz-Jarabo Colomer,INST
61995CO0270,Order of the Court (First Chamber) of 28 March 1996,First Chamber,  Christina Kik v Council of the European Union and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-270/95 P,ECLI identifier: ECLI:EU:C:1996:155,09/08/1995,28/03/1996,Netherlands,Jann,Léger,INST
61994CO0264,Order of the Court of 13 January 1995,,  Jacques Bonnamy v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-264/94 P,ECLI identifier: ECLI:EU:C:1995:5,21/09/1994,13/01/1995,France,Edward,Tesauro,INST
61994CO0253,Order of the Court of 13 January 1995,,  Olivier Roujansky v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-253/94 P,ECLI identifier: ECLI:EU:C:1995:4,15/09/1994,13/01/1995,France,Edward,Tesauro,INST
61992CO0041,Order of the Court of 10 June 1993,,  The Liberal Democrats v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-41/92,ECLI identifier: ECLI:EU:C:1993:234,14/02/1992,10/06/1993,United Kingdom,Schockweiler,Darmon,INST
61992CO0025,Order of the Court of 27 January 1993,,  Hans-Joachim Miethke v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-25/92,ECLI identifier: ECLI:EU:C:1993:32,28/01/1992,27/01/1993,Germany,Edward,Van Gerven,INST
61990CO0285,Order of the Court of 27 February 1991,,  Konstantinos Tsitouras; Georgios Kalikas and Georgios Lappas v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-285/90,ECLI identifier: ECLI:EU:C:1991:84,18/09/1990,27/02/1991,Greece,Díez de Velasco,Lenz,INST
61988CO0002(02),Order of the Court of 6 December 1990,,  J,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-2/88 Imm,ECLI identifier: ECLI:EU:C:1990:440,08/08/1988,06/12/1990,Netherlands,Schockweiler,Jacobs,INST
61988CO0002(01),Order of the Court of 13 July 1990,,  J,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-2/88 Imm,ECLI identifier: ECLI:EU:C:1990:315,08/08/1988,13/07/1990,Netherlands,Schockweiler,Jacobs,INST
61990CO0068(01),Order of the President of the Court of 23 May 1990,,  Yvan Blot and Front national v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-68/90 R,ECLI identifier: ECLI:EU:C:1990:229,16/03/1990,23/05/1990,France,Joliet,Lenz,INST
61990CO0068,Order of the Court of 22 May 1990,,  Yvan Blot and Front National v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-68/90,ECLI identifier: ECLI:EU:C:1990:222,16/03/1990,22/05/1990,France,Joliet,Lenz,INST
61986CO0276,Order of the Court of 17 December 1986,,  Mohamed Belkacem v Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 276/86,ECLI identifier: ECLI:EU:C:1986:496,13/11/1986,17/12/1986,Germany,Everling,Lenz,INST
61986CO0221(01),Order of the President of the Court of 16 October 1986,,  Group of the European Right and National Front Party v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 221/86 R,ECLI identifier: ECLI:EU:C:1986:393,11/09/1986,16/10/1986,France,Joliet,Mancini,INST
61986CO0221,Order of the President of the Court of 18 September 1986,,  Group of the European Right and National Front Party v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 221/86 R,ECLI identifier: ECLI:EU:C:1986:327,11/09/1986,18/09/1986,France,Joliet,Mancini,INST
61985CO0358,Order of the Court of 3 July 1986,,  French Republic v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 358/85,ECLI identifier: ECLI:EU:C:1986:286,02/04/1986,03/07/1986,France,Due,Mancini,INST
61985CO0078,Order of the Court of 4 June 1986,,  Goupr of the European Right v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 78/85,ECLI identifier: ECLI:EU:C:1986:227,01/04/1985,04/06/1986,France,Joliet,Lenz,INST
61986CO0023,Order of the President of the Court of 17 March 1986,,  United Kingdom v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 23/86 R,ECLI identifier: ECLI:EU:C:1986:125,13/02/1986,17/03/1986,United Kingdom,Koopmans,Mancini,INST
61985CO0069,Order of the Court of 5 March 1986,,  Wünsche Handelsgesellschaft GmbH & Co, v Federal Republic of Germany,  Reference for a preliminary ruling: Verwaltungsgericht Frankfurt am Main - Germany,  Case 69/85,ECLI identifier: ECLI:EU:C:1986:104,15/03/1985,05/03/1986,Germany,Galmot,Mancini,INST
61984CO0135,Order of the Court of 17 October 1984,,  F,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 135/84,ECLI identifier: ECLI:EU:C:1984:320,23/05/1984,17/10/1984,France,Everling,Mancini,INST
61984CO0083,Order of the Court of 17 October 1984,,  N,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 83/84 and 84/84,ECLI identifier: ECLI:EU:C:1984:319,27/03/1984,17/10/1984,Greece,Everling,Darmon,INST
61983CO0216,Order of the Court of 26 September 1984,,  Parti Ecologiste "Les Verts" v Commission and Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 216/83,ECLI identifier: ECLI:EU:C:1984:291,27/09/1983,26/09/1984,France,Joliet,Mancini,INST
61983CO0296,Order of the Court of 26 September 1984,,  Parti Ecologiste "Les Verts" v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 296/83,ECLI identifier: ECLI:EU:C:1984:293,28/12/1983,26/09/1984,France,Joliet,Mancini,INST
61983CO0297,Order of the Court of 26 September 1984,,  Parti écologiste "Les Verts" v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 297/83,ECLI identifier: ECLI:EU:C:1984:294,28/12/1983,26/09/1984,France,Joliet,Mancini,INST
61983CO0142,Order of the Court of 5 October 1983,,  Konstantinos Antonios Chatzidakis Nevas v Social Welfare Fund for Lawyers; Athens; and Decision Nº 1358/83 of the Greek Council of State,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 142/83,ECLI identifier: ECLI:EU:C:1983:267,09/06/1983,05/10/1983,Greece,Bahlmann,Sir Gordon Slynn,INST
61982CO0233,Order of the Court (Third Chamber) of 21 October 1982,Third Chamber,  K v Federal Republic of Germany and European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 233/82,ECLI identifier: ECLI:EU:C:1982:361,14/09/1982,21/10/1982,Germany,Everling,Sir Gordon Slynn,INST
61980CO0068,Order of the Court of 12 March 1980,,  Sonacotra v Ahmed Belaid,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 68/80,ECLI identifier: ECLI:EU:C:1980:76,03/03/1980,12/03/1980,France,Touffait,Capotorti,INST
62008CO0251(01),Order of the President of the Court of 17 March 2009,,  Ammayappan Ayyanarsamy v Commission of the European Communities and Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-251/08 P-R,ECLI identifier: ECLI:EU:C:2009:162,21/08/2008,17/03/2009,Germany,Malenovský,Mazák,J-AI
62008CO0251,Order of the Court (Eighth Chamber) of 17 March 2009,Eighth Chamber,  Ammayappan Ayyanarsamy v Commission of the European Communities and Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-251/08 P,ECLI identifier: ECLI:EU:C:2009:161,03/06/2008,17/03/2009,Germany,Malenovský,Mazák,J-AI
62017CO0259,Order of the Court (Seventh Chamber) of 21 November 2017,Seventh Chamber,Zoltán Rózsavölgyi and Zoltánné Rózsavölgyi v Unicredit Leasing Hungary Zrt,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-259/17,ECLI identifier: ECLI:EU:C:2017:905,16/05/2017,21/11/2017,Hungary,Prechal,Wahl,LCC
62016CO0192,Order of the Court (Second Chamber) of 12 October 2017,Second Chamber,Peter Fisher and Others v Commissioners for Her Majesty's Revenue & Customs,Request for a preliminary ruling from the Upper Tribunal (Tax and Chancery Chamber),Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Article 355(3) TFEU — Status of Gibraltar — Article 49 TFEU — Article 63 TFEU — Freedom of establishment — Free movement of capital — Purely internal situation,Case C-192/16,ECLI identifier: ECLI:EU:C:2017:762,06/04/2016,12/10/2017,United Kingdom,Ilešič,Szpunar,LCC
62015CO0194,Order of the Court (Sixth Chamber) of 4 February 2016,Sixth Chamber,Véronique Baudinet and Others v Agenzia delle Entrate - Direzione Provinciale I di Torino,Request for a preliminary ruling from the Commissione tributaria provinciale di Torino,Reference for a preliminary ruling — Articles 63 TFEU and 65 TFEU — Free movement of capital — Article 49 TFEU — Freedom of establishment — Direct taxation — Imposition of dividends — Bilateral agreement on double taxation — Judicial double taxation,Case C-194/15,ECLI identifier: ECLI:EU:C:2016:81,28/04/2015,04/02/2016,Italy,Fernlund,Wathelet,LCC
62015CO0299,Order of the Court (Ninth Chamber) of 16 July 2015,Ninth Chamber,Daniele Striani and Others v Union européenne des Sociétés de Football Association (UEFA) and Union Royale Belge des Sociétés de Football - Association (URBSFA),Request for a preliminary ruling from the Tribunal de première instance de Bruxelles,Reference for a preliminary ruling — Insufficient information regarding the legal and factual context — Insufficient information regarding the reasons justifying the need for an answer to the questions referred for a preliminary ruling for the purposes of resolving a dispute in the main proceedings — Manifest inadmissibility,Case C-299/15,ECLI identifier: ECLI:EU:C:2015:519,19/06/2015,16/07/2015,Belgium,Prechal,Sharpston,LCC
62014CO0107,Order of the Court (Third Chamber) of 17 July 2014,Third Chamber,3D I srl v Agenzia delle Entrate — Ufficio di Cremona,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑107/14,ECLI identifier: ECLI:EU:C:2014:2117,04/02/2014,17/07/2014,Italy,Ilešič,Jääskinen,LCC
