source,subject
61991CO0272(01),Freedom to provide services
61991CO0272(01),Free movement of goods
61991CO0272(01),Right of establishment
61991CO0272(01),Quantitative restrictions
61991CO0272(01),Measures having equivalent effect
61991CO0272(01),Approximation of laws
61991CO0272,Approximation of laws
61991CO0272,Measures having equivalent effect
61991CO0272,Quantitative restrictions
61991CO0272,Right of establishment
61991CO0272,Freedom to provide services
61991CO0272,Free movement of goods
61990CO0051,Free movement of goods
61990CO0051,Non-contractual liability
61990CO0051,Common customs tariff
61990CO0051,Customs Union
61990CO0072,Competition
61990CO0072,Agreements; decisions and concerted practices
61990CO0072,Free movement of goods
61990CO0072,Quantitative restrictions
61990CO0072,Measures having equivalent effect
61987CO0378,Financial provisions
61987CO0378,Free movement of goods
61987CO0378,Own resources
61987CO0378,Common customs tariff
61987CO0378,Customs Union
61986CO0229,Dumping
61986CO0229,Common customs tariff
61986CO0229,Commercial policy
61986CO0229,External relations
61986CO0229,Free movement of goods
61986CO0229,Customs Union
61987CO0045(01),Measures having equivalent effect
61987CO0045(01),Approximation of laws
61987CO0045(01),Quantitative restrictions
61987CO0045(01),Free movement of goods
61987CO0045,Free movement of goods
61987CO0045,Quantitative restrictions
61987CO0045,Approximation of laws
61987CO0045,Measures having equivalent effect
61985CO0154,Quantitative restrictions
61985CO0154,Measures having equivalent effect
61985CO0154,Free movement of goods
61982CO0042,Free movement of goods
61982CO0042,Quantitative restrictions
61982CO0042,Wine
61982CO0042,Agriculture and Fisheries
61982CO0042,Measures having equivalent effect
62016CO0474,Free movement of workers
62016CO0345,Right of establishment
62016CO0345,Free movement of workers
62015CO0299,Agreements; decisions and concerted practices
62015CO0299,Fundamental rights
62015CO0299,Freedom to provide services
62015CO0299,Free movement of workers
62015CO0299,Free movement of capital
62015CO0299,Competition
62014CO0092,Free movement of workers
62014CO0092,Approximation of laws
62014CO0092,Consumer protection
62014CO0092,Charter of Fundamental Rights
62014CO0092,Fundamental rights
62011CO0172,Free movement of workers
62011CO0172,Principles; objectives and tasks of the Treaties
62011CO0172,Citizenship of the Union
62011CO0114,Free movement of workers
62011CO0114,Citizenship of the Union
62011CO0656,Social security for migrant workers
62011CO0656,External relations
62011CO0656,Free movement of workers
62009CO0345,Social security for migrant workers
62009CO0345,Citizenship of the Union
62009CO0345,Free movement of workers
62010CO0026,Free movement of workers
62008CO0364,Freedom to provide services
62008CO0364,Right of establishment
62008CO0364,Free movement of workers
62007CO0551,Citizenship of the Union
62007CO0551,Right of entry and residence
62007CO0551,Free movement of workers
62008CO0180,Free movement of workers
62008CO0180,Right of establishment
62008CO0180,Freedom to provide services
62008CO0152,External relations
62008CO0152,Association Agreement
62008CO0152,Free movement of workers
62007CO0386,Competition
62007CO0386,Free movement of workers
62007CO0386,Agreements; decisions and concerted practices
62007CO0386,Right of establishment
62006CO0438,Social security for migrant workers
62006CO0438,Free movement of workers
62005CO0436,Free movement of workers
62005CO0436,Social security for migrant workers
62005CO0215,Free movement of workers
62005CO0336,anti-discrimination
62005CO0336,Non-discrimination on grounds of nationality
62005CO0336,External relations
62005CO0336,Free movement of workers
62005CO0336,Association Agreement
62005CO0336,Social security for migrant workers
62003CO0396,Principles; objectives and tasks of the Treaties
62003CO0396,Free movement of workers
62002CO0035,Right of establishment
62002CO0035,Freedom to provide services
62002CO0035,Free movement of workers
62001CO0445,Agreements; decisions and concerted practices
62001CO0445,Right of establishment
62001CO0445,Competition
62001CO0445,Free movement of workers
62001CO0204,Right of establishment
62001CO0204,Non-discrimination on grounds of nationality
62001CO0204,Freedom to provide services
62001CO0204,Principles; objectives and tasks of the Treaties
62001CO0204,anti-discrimination
62001CO0204,Free movement of workers
62001CO0431,Right of establishment
62001CO0431,Taxation
62001CO0431,Free movement of workers
61998CO0009,Freedom to provide services
61998CO0009,Free movement of workers
61996CO0002,Free movement of workers
61996CO0002,Competition
61996CO0002,Dominant position
61996CO0002,Freedom to provide services
61996CO0002,Agreements; decisions and concerted practices
61991CO0117(01),Free movement of workers
61991CO0117,Free movement of workers
61984CO0297,Free movement of workers
61984CO0297,External relations
61984CO0297,Association Agreement
61985CO0293,Free movement of workers
62014CO0173,public procurement in the European Union
62014CO0173,Procedural provisions
62017CO0486,Approximation of laws
62017CO0486,public procurement in the European Union
62017CO0486,Freedom to provide services
62017CO0486,Right of establishment
62016CO0379,public procurement in the European Union
62016CO0379,Freedom to provide services
62015CO0590,Freedom to provide services
62015CO0590,public procurement in the European Union
62016CO0088,public procurement in the European Union
62016CO0088,Freedom to provide services
62016CO0035,Freedom to provide services
62016CO0035,public procurement in the European Union
62015CO0049,public procurement in the European Union
62015CO0035,public procurement in the European Union
62013CO0501,public procurement in the European Union
62013CO0006,public procurement in the European Union
62012CO0436,public procurement in the European Union
62012CO0436,State aids
62012CO0436,Competition
62012CO0436,Financial provisions
62012CO0418,Financial provisions
62012CO0418,public procurement in the European Union
62011CO0597,Financial provisions
62011CO0597,public procurement in the European Union
62010CO0462,public procurement in the European Union
62011CO0235,public procurement in the European Union
62010CO0560,public procurement in the European Union
62010CO0289,public procurement in the European Union
62010CO0561,public procurement in the European Union
62007CO0122,Provisions governing the Institutions
62007CO0122,public procurement in the European Union
62007CO0163,public procurement in the European Union
62006CO0189,public procurement in the European Union
62003CO0369,public procurement in the European Union
62000CO0330,public procurement in the European Union
61999CO0349,External relations
61999CO0349,public procurement in the European Union
61995CO0019,public procurement in the European Union
61995CO0019,African; Caribbean and Pacific States (ACP)
61995CO0019,External relations
61995CO0019,Non-contractual liability
61995CO0019,European Development Fund (EDF)
61990CO0250,External relations
61990CO0250,public procurement in the European Union
61990CO0250,Agriculture and Fisheries
61990CO0250,Food aid
61990CO0257,European Development Fund (EDF)
61990CO0257,public procurement in the European Union
61990CO0257,External relations
61986CO0231,European Development Fund (EDF)
61986CO0231,public procurement in the European Union
61986CO0231,External relations
61983CO0118,European Development Fund (EDF)
61983CO0118,public procurement in the European Union
61983CO0118,External relations
61983CO0118,African; Caribbean and Pacific States (ACP)
61981CO0318,public procurement in the European Union
62017CO0259,Internal market - Principles
62017CO0259,Consumer protection
62017CO0259,Approximation of laws
62017CO0259,Right of establishment
62017CO0259,Principles; objectives and tasks of the Treaties
62014CO0204,Freedom to provide services
62014CO0204,Free movement of goods
62014CO0204,Internal market - Principles
62014CO0204,Quantitative restrictions
62016CO0508,Data protection
62016CO0508,Charter of Fundamental Rights
62016CO0508,Approximation of laws
62013CO0683,Data protection
62013CO0683,Approximation of laws
62007CO0073,Data protection
62007CO0073,Approximation of laws
62004CO0317,Principles; objectives and tasks of the Treaties
62004CO0317,Data protection
62004CO0317,External relations
62004CO0317,Provisions governing the Institutions
62004CO0318,Provisions governing the Institutions
62004CO0318,External relations
62004CO0318,Data protection
62004CO0318,Principles; objectives and tasks of the Treaties
62016CO0053,Economic and monetary policy
62014CO0064(01),Procedural provisions
62014CO0064(01),European Central Bank (ECB)
62014CO0064(01),Economic and monetary policy
62014CO0064,Economic and monetary policy
62014CO0064,European Central Bank (ECB)
62013CO0223,Economic and monetary policy
62011CO0682,Economic and monetary policy
62012CO0102,Economic and monetary policy
62012CO0102,European Central Bank (ECB)
62010CO0513,Euro
62010CO0513,Economic and monetary policy
62007CO0448,Economic and monetary policy
61995CO0087,Economic and monetary policy
62017CO0259,Internal market - Principles
62017CO0259,Consumer protection
62017CO0259,Approximation of laws
62017CO0259,Right of establishment
62017CO0259,Principles; objectives and tasks of the Treaties
62017CO0177,Fundamental rights
62017CO0177,Principles; objectives and tasks of the Treaties
62017CO0177,judicial cooperation in civil matters
62017CO0177,judicial cooperation in criminal matters
62017CO0177,Charter of Fundamental Rights
62017CO0177,area of freedom; security and justice
62016CO0286,Value added tax
62016CO0286,Taxation
62016CO0286,Principles; objectives and tasks of the Treaties
62016CO0027,Social Policy
62016CO0027,Principles; objectives and tasks of the Treaties
62016CO0050,Principles; objectives and tasks of the Treaties
62016CO0050,Fundamental rights
62016CO0050,Charter of Fundamental Rights
62015CO0328,Social Policy
62015CO0328,Principles; objectives and tasks of the Treaties
62015CO0328,Fundamental rights
62015CO0328,Charter of Fundamental Rights
62015CO0250,Principles; objectives and tasks of the Treaties
62015CO0250,Taxation
62014CO0082,Taxation
62014CO0082,Value added tax
62014CO0082,Principles; objectives and tasks of the Treaties
62014CO0608,Principles; objectives and tasks of the Treaties
62014CO0608,Fundamental rights
62014CO0608,Charter of Fundamental Rights
62014CO0496,Charter of Fundamental Rights
62014CO0496,Social security for migrant workers
62014CO0496,Principles; objectives and tasks of the Treaties
62014CO0496,Fundamental rights
62015CO0023,Principles; objectives and tasks of the Treaties
62015CO0023,Freedom to provide services
62015CO0023,Right of establishment
62015CO0023,Competition
62014CO0327,Principles; objectives and tasks of the Treaties
62014CO0327,Social Policy
62014CO0305,Fundamental rights
62014CO0305,Principles; objectives and tasks of the Treaties
62014CO0305,Charter of Fundamental Rights
62014CO0451,Fundamental rights
62014CO0451,Principles; objectives and tasks of the Treaties
62013CO0665,Charter of Fundamental Rights
62013CO0665,Fundamental rights
62013CO0665,Principles; objectives and tasks of the Treaties
62014CO0246,Principles; objectives and tasks of the Treaties
62013CO0505,Principles; objectives and tasks of the Treaties
62013CO0459,Social Policy
62013CO0459,Principles; objectives and tasks of the Treaties
62012CO0264,Charter of Fundamental Rights
62012CO0264,anti-discrimination
62012CO0264,Principles; objectives and tasks of the Treaties
62012CO0264,Fundamental rights
62014CO0045,Fundamental rights
62014CO0045,Principles; objectives and tasks of the Treaties
62014CO0028,Fundamental rights
62014CO0028,European Convention on Human Rights
62014CO0028,Principles; objectives and tasks of the Treaties
62013CO0089,Charter of Fundamental Rights
62013CO0089,General provisions
62013CO0089,Social Policy
62013CO0089,Principles; objectives and tasks of the Treaties
62013CO0089,Fundamental rights
62013CO0520,Social Policy
62013CO0520,Principles; objectives and tasks of the Treaties
62013CO0332,Fundamental rights
62013CO0332,Principles; objectives and tasks of the Treaties
62013CO0332,Charter of Fundamental Rights
62013CO0550,Principles; objectives and tasks of the Treaties
62011CO0172,Free movement of workers
62011CO0172,Principles; objectives and tasks of the Treaties
62011CO0172,Citizenship of the Union
62013CO0258,Fundamental rights
62013CO0258,Principles; objectives and tasks of the Treaties
62013CO0258,Charter of Fundamental Rights
62013CO0224,Charter of Fundamental Rights
62013CO0224,Principles; objectives and tasks of the Treaties
62013CO0224,Fundamental rights
62013CO0106,Principles; objectives and tasks of the Treaties
62013CO0106,Fundamental rights
62013CO0073,Fundamental rights
62013CO0073,Principles; objectives and tasks of the Treaties
62012CO0128,Principles; objectives and tasks of the Treaties
62012CO0128,Fundamental rights
62012CO0128,anti-discrimination
62012CO0555,Fundamental rights
62012CO0555,Principles; objectives and tasks of the Treaties
62012CO0178,Social Policy
62012CO0178,Principles; objectives and tasks of the Treaties
62012CO0312,Fundamental rights
62012CO0312,Principles; objectives and tasks of the Treaties
62012CO0312,General provisions
62012CO0312,Immigration and asylum policy
62012CO0312,area of freedom; security and justice
62012CO0499,Fundamental rights
62012CO0499,Principles; objectives and tasks of the Treaties
62012CO0498,Fundamental rights
62012CO0498,Principles; objectives and tasks of the Treaties
62012CO0369,Principles; objectives and tasks of the Treaties
62012CO0369,Fundamental rights
62012CO0369,anti-discrimination
62012CO0016,Principles; objectives and tasks of the Treaties
62011CO0466,Principles; objectives and tasks of the Treaties
62011CO0466,Fundamental rights
62012CO0134,anti-discrimination
62012CO0134,Fundamental rights
62012CO0134,Principles; objectives and tasks of the Treaties
62010CO0529,Right of establishment
62010CO0529,Principles; objectives and tasks of the Treaties
62010CO0529,Competition
62010CO0529,State aids
62010CO0529,Free movement of capital
62010CO0529,Taxation
62011CO0462,Fundamental rights
62011CO0462,European Convention on Human Rights
62011CO0462,Principles; objectives and tasks of the Treaties
62011CO0483,Principles; objectives and tasks of the Treaties
62011CO0483,Fundamental rights
62011CO0434,anti-discrimination
62011CO0434,Fundamental rights
62011CO0434,Principles; objectives and tasks of the Treaties
62010CO0519,Principles; objectives and tasks of the Treaties
62010CO0519,Agriculture and Fisheries
62010CO0314,Principles; objectives and tasks of the Treaties
62010CO0538,General provisions
62010CO0538,Principles; objectives and tasks of the Treaties
62010CO0538,Fundamental rights
62010CO0267,Principles; objectives and tasks of the Treaties
62009CO0457,Principles; objectives and tasks of the Treaties
62009CO0457,Provisions governing the Institutions
62010CO0339,Principles; objectives and tasks of the Treaties
62009CO0361,Principles; objectives and tasks of the Treaties
62008CO0497,Right of establishment
62008CO0497,Principles; objectives and tasks of the Treaties
62009CO0333,Principles; objectives and tasks of the Treaties
62009CO0333,Social Policy
62008CO0519,Social Policy
62008CO0519,Principles; objectives and tasks of the Treaties
62008CO0217,anti-discrimination
62008CO0217,Non-discrimination on grounds of nationality
62008CO0217,Principles; objectives and tasks of the Treaties
62007CO0361,Provisions governing the Institutions
62007CO0361,Fundamental rights
62007CO0361,Principles; objectives and tasks of the Treaties
62006CO0302,Fundamental rights
62006CO0302,Principles; objectives and tasks of the Treaties
62006CO0302,Provisions governing the Institutions
62004CO0328,Principles; objectives and tasks of the Treaties
62004CO0328,anti-discrimination
62004CO0328,Provisions governing the Institutions
62003CO0206,Customs Union
62003CO0206,Common customs tariff
62003CO0206,Principles; objectives and tasks of the Treaties
62003CO0206,Free movement of goods
62003CO0396,Principles; objectives and tasks of the Treaties
62003CO0396,Free movement of workers
62004CO0317,Principles; objectives and tasks of the Treaties
62004CO0317,Data protection
62004CO0317,External relations
62004CO0317,Provisions governing the Institutions
62004CO0318,Provisions governing the Institutions
62004CO0318,External relations
62004CO0318,Data protection
62004CO0318,Principles; objectives and tasks of the Treaties
62003CO0438,Principles; objectives and tasks of the Treaties
62003CO0438,Competition
62003CO0224,Principles; objectives and tasks of the Treaties
62001CO0204,Right of establishment
62001CO0204,Non-discrimination on grounds of nationality
62001CO0204,Freedom to provide services
62001CO0204,Principles; objectives and tasks of the Treaties
62001CO0204,anti-discrimination
62001CO0204,Free movement of workers
62001CO0080,Excise duties
62001CO0080,Taxation
62001CO0080,Principles; objectives and tasks of the Treaties
61998CO0377,Approximation of laws
61998CO0377,Principles; objectives and tasks of the Treaties
61998CO0377,External relations
61998CO0376,Measures having equivalent effect
61998CO0376,Approximation of laws
61998CO0376,Quantitative restrictions
61998CO0376,Principles; objectives and tasks of the Treaties
61998CO0376,Free movement of goods
61998CO0376,Freedom to provide services
61997CO0361,Principles; objectives and tasks of the Treaties

62011CO0569,Privileges and immunities
62011CO0570,Privileges and immunities
62010CO0496,Privileges and immunities
61997CO0315,Privileges and immunities
61997CO0315,Staff regulations and employment conditions - EC
61995CO0173,Staff regulations and employment conditions - EC
61995CO0173,Privileges and immunities
61988CO0002(02),Privileges and immunities
61988CO0002(02),Provisions governing the Institutions
61988CO0002(01),Privileges and immunities
61988CO0002(01),Provisions governing the Institutions
61986CO0085,Privileges and immunities
61986CO0085,Financial provisions
61968CO0002,Privileges and immunities

62014CO0173,Procedural provisions
62015CO0309(01),Trade marks
62015CO0309(01),Procedural provisions
62015CO0309(01),Intellectual; industrial and commercial property
62017CO0551,Procedural provisions
62017CO0551,Common foreign and security policy
62017CO0551,External relations
62017CO0549,External relations
62017CO0549,Common foreign and security policy
62017CO0549,Procedural provisions
62017CO0550,Procedural provisions
62017CO0550,External relations
62017CO0550,Common foreign and security policy
62015CO0586(01),Trade marks
62015CO0586(01),Procedural provisions
62015CO0586(01),Intellectual; industrial and commercial property
62012CO0171(01),Trade marks
62012CO0171(01),Intellectual; industrial and commercial property
62012CO0171(01),Procedural provisions
62013CO0325,Trade marks
62013CO0325,Procedural provisions
62013CO0325,Intellectual; industrial and commercial property
62015CO0061(01),Transport
62015CO0061(01),Procedural provisions
62012CO0546(01),Intellectual; industrial and commercial property
62012CO0546(01),Procedural provisions
62012CO0546(01),Agriculture and Fisheries
62012CO0546(01),Plant varieties
62014CO0064(01),Procedural provisions
62014CO0064(01),European Central Bank (ECB)
62014CO0064(01),Economic and monetary policy
62015CO0522(01),Procedural provisions
62015CO0522(01),Competition
62015CO0522(01),Agreements; decisions and concerted practices
62012CO0591,Intellectual; industrial and commercial property
62012CO0591,Procedural provisions
62012CO0591,Trade marks
62012CO0546,Intellectual; industrial and commercial property
62012CO0546,Procedural provisions
62012CO0546,Agriculture and Fisheries
62012CO0546,Plant varieties
62016CO0157,Procedural provisions
62016CO0157,State aids
62016CO0157,Competition
62014CO0035(01),Trade marks
62014CO0035(01),Intellectual; industrial and commercial property
62014CO0035(01),Procedural provisions
62012CO0015,Dumping
62012CO0015,Procedural provisions
62012CO0015,External relations
62012CO0015,Commercial policy
62011CO0617(01),Staff regulations and employment conditions - EC
62011CO0617(01),Procedural provisions
62012CO0534(01),Procedural provisions
62012CO0534(01),Staff regulations and employment conditions - EC
62013CO0669(01),Intellectual; industrial and commercial property
62013CO0669(01),Procedural provisions
62013CO0669(01),Trade marks
62012CO0601,Procedural provisions
62012CO0601,Dumping
62012CO0601,Commercial policy
62012CO0601,External relations
62015CO0418,State aids
62015CO0418,Competition
62015CO0418,Procedural provisions
62015CO0410,State aids
62015CO0410,Competition
62015CO0410,Procedural provisions
62013CO0141,Trade marks
62013CO0141,Intellectual; industrial and commercial property
62013CO0141,Procedural provisions
62013CO0435(01),Procedural provisions
62013CO0435(01),Intellectual; industrial and commercial property
62013CO0435(01),General provisions
62013CO0435(01),Designs
62014CO0259,Financial provisions
62014CO0259,Procedural provisions
62014CO0259,Budget
62014CO0259,area of freedom; security and justice
62009CO0471,Procedural provisions
62009CO0471,State aids
62009CO0471,Competition
62009CO0474,State aids
62009CO0474,Competition
62009CO0474,Procedural provisions
62010CO0553,Concentrations between undertakings
62010CO0553,Procedural provisions
62010CO0553,Competition
62010CO0404(01),Provisions governing the Institutions
62010CO0404(01),Procedural provisions
62011CO0406(01),Intellectual; industrial and commercial property
62011CO0406(01),Procedural provisions
62011CO0406(01),Trade marks
62010CO0551,Concentrations between undertakings
62010CO0551,Competition
62010CO0551,Procedural provisions
62011CO0582(01),Trade marks
62011CO0582(01),Intellectual; industrial and commercial property
62011CO0582(01),Procedural provisions
62009CO0038,Intellectual; industrial and commercial property
62009CO0038,Agriculture and Fisheries
62009CO0038,Procedural provisions
62011CO0554(01),Procedural provisions
62011CO0554(01),Provisions governing the Institutions
62009CO0521,Procedural provisions
62009CO0521,Concerted practices
62009CO0521,Competition
62009CO0521,Agreements; decisions and concerted practices
62005CO0075,Procedural provisions
62005CO0075,Competition
62005CO0075,State aids
62009CO0496,State aids
62009CO0496,Competition
62009CO0496,Provisions governing the Institutions
62009CO0496,Procedural provisions
62011CO0208(01),Procedural provisions
62011CO0208(01),Provisions governing the Institutions
62007CO0498,Intellectual; industrial and commercial property
62007CO0498,Procedural provisions
62007CO0498,Trade marks
62008CO0432(01),Procedural provisions
62008CO0432(01),Staff regulations and employment conditions - EC
62008CO0528(01),Procedural provisions
62008CO0528(01),Staff regulations and employment conditions - EC
62009CO0465,Procedural provisions
62009CO0465,State aids
62009CO0465,Competition
62008CO0513(01),Staff regulations and employment conditions - EC
62008CO0513(01),Procedural provisions
62012CO0304,Procedural provisions
62012CO0304,Staff regulations and employment conditions - EC
62010CO0252,Approximation of laws
62010CO0252,Procedural provisions
62010CO0252,Right of establishment
62010CO0252,Freedom to provide services
62009CO0254,Trade marks
62009CO0254,Procedural provisions
62009CO0254,Intellectual; industrial and commercial property
62010CO0005(02),Trade marks
62010CO0005(02),Procedural provisions
62010CO0005(02),Intellectual; industrial and commercial property
62007CO0197(01),Intellectual; industrial and commercial property
62007CO0197(01),Procedural provisions
62007CO0197(01),Trade marks
62011CO0191(01),Trade marks
62011CO0191(01),Intellectual; industrial and commercial property
62011CO0191(01),Procedural provisions
62010CO0451(01),State aids
62010CO0451(01),Competition
62010CO0451(01),Procedural provisions
62006CO0323(01),Procedural provisions
62006CO0323(01),Staff regulations and employment conditions - EC
62006CO0363,Cohesion Fund
62006CO0363,Procedural provisions
62006CO0363,economic; social and territorial cohesion
62017CO0560,Intellectual; industrial and commercial property
62017CO0529,Trade marks
62017CO0529,Intellectual; industrial and commercial property
62017CO0538,Designs
62017CO0538,Intellectual; industrial and commercial property
62017CO0553,Intellectual; industrial and commercial property
62017CO0553,Trade marks
62016CO0678,Trade marks
62016CO0678,Intellectual; industrial and commercial property
62017CO0536,Intellectual; industrial and commercial property
62017CO0536,Trade marks
62017CO0570,Intellectual; industrial and commercial property
62017CO0570,Trade marks
62017CO0559,Intellectual; industrial and commercial property
62017CO0559,Trade marks
62015CO0309(01),Trade marks
62015CO0309(01),Procedural provisions
62015CO0309(01),Intellectual; industrial and commercial property
62017CO0499,Trade marks
62017CO0499,Intellectual; industrial and commercial property
62017CO0101,Trade marks
62017CO0101,Intellectual; industrial and commercial property
62017CO0468,Intellectual; industrial and commercial property
62017CO0468,Trade marks
62017CO0520,Trade marks
62017CO0520,Intellectual; industrial and commercial property
62015CO0586(01),Trade marks
62015CO0586(01),Procedural provisions
62015CO0586(01),Intellectual; industrial and commercial property
62017CO0224,Intellectual; industrial and commercial property
62017CO0224,Trade marks
62012CO0171(01),Trade marks
62012CO0171(01),Intellectual; industrial and commercial property
62012CO0171(01),Procedural provisions
62017CO0158,Intellectual; industrial and commercial property
62017CO0158,Trade marks
62017CO0218,Trade marks
62017CO0218,Intellectual; industrial and commercial property
62013CO0325,Trade marks
62013CO0325,Procedural provisions
62013CO0325,Intellectual; industrial and commercial property
62016CO0662,Intellectual; industrial and commercial property
62016CO0662,Trade marks
62017CO0023,Intellectual; industrial and commercial property
62017CO0023,Trade marks
62012CO0546(01),Intellectual; industrial and commercial property
62012CO0546(01),Procedural provisions
62012CO0546(01),Agriculture and Fisheries
62012CO0546(01),Plant varieties
62016CO0687,Trade marks
62016CO0687,Intellectual; industrial and commercial property
62017CO0086,Intellectual; industrial and commercial property
62017CO0086,Trade marks
62017CO0050,Intellectual; industrial and commercial property
62017CO0050,Trade marks
62017CO0010,Intellectual; industrial and commercial property
62017CO0010,Trade marks
62017CO0037,Intellectual; industrial and commercial property
62017CO0037,Trade marks
62017CO0022,Intellectual; industrial and commercial property
62017CO0022,Trade marks
62016CO0639,Trade marks
62016CO0639,Intellectual; industrial and commercial property
62016CO0576,Intellectual; industrial and commercial property
62016CO0576,Trade marks
62016CO0502,Trade marks
62016CO0502,Intellectual; industrial and commercial property
62016CO0501,Intellectual; industrial and commercial property
62016CO0501,Trade marks
62016CO0587,Intellectual; industrial and commercial property
62016CO0587,Trade marks
62016CO0485,Trade marks
62016CO0485,Intellectual; industrial and commercial property
62016CO0440,Trade marks
62016CO0440,Intellectual; industrial and commercial property
62016CO0371,Trade marks
62016CO0371,Intellectual; industrial and commercial property
62016CO0342,Trade marks
62016CO0342,Intellectual; industrial and commercial property
62016CO0402,Intellectual; industrial and commercial property
62016CO0402,Trade marks
62016CO0401,Intellectual; industrial and commercial property
62016CO0401,Trade marks
62016CO0389,Trade marks
62016CO0389,Intellectual; industrial and commercial property
62016CO0450,Trade marks
62016CO0450,Intellectual; industrial and commercial property
62016CO0351,Intellectual; industrial and commercial property
62016CO0351,Trade marks
62016CO0361,Intellectual; industrial and commercial property
62016CO0361,Trade marks
62015CO0575,Intellectual; industrial and commercial property
62015CO0575,Trade marks
62016CO0272,Trade marks
62016CO0272,Intellectual; industrial and commercial property
62016CO0313,Trade marks
62016CO0313,Intellectual; industrial and commercial property
62016CO0285,Trade marks
62016CO0285,Intellectual; industrial and commercial property
62015CO0309,Trade marks
62015CO0309,Intellectual; industrial and commercial property
62015CO0586,Intellectual; industrial and commercial property
62015CO0586,Trade marks
62014CO0237,Intellectual; industrial and commercial property
62014CO0237,Trade marks
62014CO0224,Trade marks
62014CO0224,Intellectual; industrial and commercial property
62016CO0087,Intellectual; industrial and commercial property
62016CO0087,Trade marks
62012CO0591,Intellectual; industrial and commercial property
62012CO0591,Procedural provisions
62012CO0591,Trade marks
62015CO0363,Trade marks
62015CO0363,Intellectual; industrial and commercial property
62012CO0546,Intellectual; industrial and commercial property
62012CO0546,Procedural provisions
62012CO0546,Agriculture and Fisheries
62012CO0546,Plant varieties
62015CO0399,Trade marks
62015CO0399,Intellectual; industrial and commercial property
62015CO0295,Trade marks
62015CO0295,Intellectual; industrial and commercial property
62015CO0619,Trade marks
62015CO0619,Intellectual; industrial and commercial property
62015CO0611,Trade marks
62015CO0611,Intellectual; industrial and commercial property
62016CO0094,Trade marks
62016CO0094,Intellectual; industrial and commercial property
62016CO0043,Trade marks
62016CO0043,Intellectual; industrial and commercial property
62016CO0041,Intellectual; industrial and commercial property
62016CO0041,Designs
62015CO0639,Intellectual; industrial and commercial property
62015CO0639,Trade marks
62015CO0578,Designs
62015CO0578,Intellectual; industrial and commercial property
62016CO0077,Trade marks
62016CO0077,Intellectual; industrial and commercial property
62016CO0063,Intellectual; industrial and commercial property
62016CO0063,Trade marks
62015CO0636,Trade marks
62015CO0636,Intellectual; industrial and commercial property
62015CO0603,Intellectual; industrial and commercial property
62015CO0603,Trade marks
62015CO0602,Intellectual; industrial and commercial property
62015CO0602,Trade marks
62015CO0232,Trade marks
62015CO0232,Intellectual; industrial and commercial property
62015CO0515,Trade marks
62015CO0515,Intellectual; industrial and commercial property
62015CO0479,Intellectual; industrial and commercial property
62015CO0479,Trade marks
62015CO0452,Intellectual; industrial and commercial property
62015CO0452,Trade marks
62015CO0480,Intellectual; industrial and commercial property
62015CO0480,Trade marks
62015CO0474,Trade marks
62015CO0474,Intellectual; industrial and commercial property
62015CO0475,Trade marks
62015CO0475,Intellectual; industrial and commercial property
62015CO0451,Trade marks
62015CO0451,Intellectual; industrial and commercial property
62015CO0653,Trade marks
62015CO0653,Intellectual; industrial and commercial property
62015CO0476,Intellectual; industrial and commercial property
62015CO0476,Trade marks
62015CO0440,Intellectual; industrial and commercial property
62015CO0440,Trade marks
62015CO0487,Trade marks
62015CO0487,Intellectual; industrial and commercial property
62015CO0346,Intellectual; industrial and commercial property
62015CO0346,Trade marks
62014CO0035(01),Trade marks
62014CO0035(01),Intellectual; industrial and commercial property
62014CO0035(01),Procedural provisions
62015CO0396,Intellectual; industrial and commercial property
62015CO0396,Trade marks
62015CO0374,Intellectual; industrial and commercial property
62015CO0374,Trade marks
62015CO0251,Intellectual; industrial and commercial property
62015CO0251,Trade marks
62015CO0170,Intellectual; industrial and commercial property
62015CO0170,Trade marks
62015CO0382,Trade marks
62015CO0382,Intellectual; industrial and commercial property
62015CO0384,Intellectual; industrial and commercial property
62015CO0384,Trade marks
62015CO0383,Intellectual; industrial and commercial property
62015CO0383,Trade marks
62015CO0278,Trade marks
62015CO0278,Intellectual; industrial and commercial property
62015CO0500,Intellectual; industrial and commercial property
62015CO0500,Trade marks
62015CO0422,Patents
62015CO0422,Intellectual; industrial and commercial property
62015CO0029,Intellectual; industrial and commercial property
62015CO0029,Trade marks
62013CO0669(01),Intellectual; industrial and commercial property
62013CO0669(01),Procedural provisions
62013CO0669(01),Trade marks
62015CO0206,Intellectual; industrial and commercial property
62015CO0206,Trade marks
62015CO0190,Trade marks
62015CO0190,Intellectual; industrial and commercial property
62015CO0017,Intellectual; industrial and commercial property
62015CO0017,Trade marks
62015CO0034,Intellectual; industrial and commercial property
62015CO0034,Trade marks
62015CO0033,Intellectual; industrial and commercial property
62015CO0033,Trade marks
62015CO0181,Intellectual; industrial and commercial property
62015CO0181,Trade marks
62014CO0500,Approximation of laws
62014CO0500,Intellectual; industrial and commercial property
62014CO0500,General provisions
62014CO0500,Trade marks
62014CO0548,Intellectual; industrial and commercial property
62014CO0548,Trade marks
62015CO0062,Intellectual; industrial and commercial property
62015CO0062,Trade marks
62014CO0531,Intellectual; industrial and commercial property
62014CO0531,Trade marks
62014CO0400,Trade marks
62014CO0400,Intellectual; industrial and commercial property
