source,target,paragraph
62012CO0153,62011CJ0549,N31
62012CO0153,62011CJ0549,N32
62012CO0153,62011CJ0549,N33
62012CO0153,62011CJ0549,N37
62012CO0153,62011CJ0549,N38
62012CO0153,62011CJ0549,N40
62012CO0153,62012CJ0019,N22
62012CO0153,62012CJ0019,N24
62012CO0153,62012CJ0019,N25
62012CO0153,62012CJ0019,N27
62012CO0153,62012CJ0019,N28
62012CO0153,62012CJ0019,N29
62012CO0153,62012CJ0019,N30
62012CO0153,62012CJ0019,N31
62012CO0153,62012CJ0019,N32
62012CO0153,62012CJ0019,N33
62012CO0153,62012CJ0019,N34
62012CO0153,62012CJ0019,N37
62012CO0153,62012CJ0019,N38
62012CO0153,62012CJ0019,N40
62011CO0563,62002CJ0255,N36
62011CO0563,62003CJ0354,N38
62011CO0563,62004CJ0063,N29
62011CO0563,62004CJ0439,N38
62011CO0563,62011CJ0080,N25
62011CO0563,62011CJ0080,N26
62011CO0563,62011CJ0080,N27
62011CO0563,62011CJ0080,N28
62011CO0563,62011CJ0080,N39
62011CO0563,62011CJ0080,N40
62011CO0563,62011CJ0080,N41
62011CO0563,62011CJ0285,N25
62011CO0563,62011CJ0285,N26
62011CO0563,62011CJ0285,N27
62011CO0563,62011CJ0285,N28
62011CO0563,62011CJ0285,N29
62011CO0563,62011CJ0285,N33
62011CO0563,62011CJ0285,N35
62011CO0563,62011CJ0285,N36
62011CO0563,62011CJ0285,N37
62011CO0563,62011CJ0324,N25
62011CO0563,62011CJ0324,N26
62011CO0563,62011CJ0324,N27
62011CO0563,62011CJ0324,N29
62011CO0563,62011CJ0324,N33
62011CO0563,62011CJ0643,N33
62011CO0563,62011CJ0643,N35
62011CO0563,62011CJ0643,N36
62011CO0563,62011CJ0643,N37
62011CO0563,62011CJ0643,N38
62011CO0563,62011CJ0643,N41
62011CO0563,62011CJ0643,N42
62011CO0563,62011CJ0643,N43
62011CO0560,61981CJ0141,N25
62011CO0560,61991CJ0083,N22
62011CO0560,61998CJ0379,N23
62011CO0560,61998CJ0408,N34
62011CO0560,61998CJ0408,N38
62011CO0560,62000CJ0016,N38
62011CO0560,62003CJ0453,N24
62011CO0560,62003CJ0470,N23
62011CO0560,62004CJ0338,N19
62011CO0560,62005CJ0020,N25
62011CO0560,62005CJ0072,N36
62011CO0560,62005CJ0295,N24
62011CO0560,62006CJ0443,N20
62011CO0560,62006CJ0445,N22
62011CO0560,62007CJ0042,N19
62011CO0560,62007CJ0488,N36
62011CO0560,62007CJ0488,N38
62011CO0560,62007CJ0515,N36
62011CO0560,62008CJ0174,N34
62011CO0560,62009CO0292,N21
62011CO0560,62010CO0613,N21
62011CO0560,62011CJ0025,N20
62011CO0038,61998CJ0034,N80
62011CO0038,62002CJ0009,N80
62011CO0038,62003CJ0060,N36
62011CO0038,62003CJ0153,N36
62011CO0038,62003CJ0513,N36
62011CO0038,62004CJ0196,N38
62011CO0038,62004CJ0265,N64
62011CO0038,62004CJ0374,N28
62011CO0038,62004CJ0374,N34
62011CO0038,62004CJ0374,N38
62011CO0038,62004CJ0374,N58
62011CO0038,62004CJ0374,N59
62011CO0038,62004CJ0374,N60
62011CO0038,62004CJ0374,N64
62011CO0038,62004CJ0374,N71
62011CO0038,62004CJ0446,N37
62011CO0038,62004CJ0446,N38
62011CO0038,62004CJ0446,N39
62011CO0038,62004CJ0446,N79
62011CO0038,62004CJ0471,N70
62011CO0038,62004CJ524,N38
62011CO0038,62005CJ0101,N49
62011CO0038,62005CJ0170,N57
62011CO0038,62005CJ0170,N58
62011CO0038,62005CJ0170,N64
62011CO0038,62005CJ0170,N70
62011CO0038,62005CJ0170,N71
62011CO0038,62005CJ0370,N49
62011CO0038,62005CJ0379,N28
62011CO0038,62005CJ0379,N34
62011CO0038,62005CJ0379,N53
62011CO0038,62005CJ0379,N54
62011CO0038,62005CJ0379,N55
62011CO0038,62005CJ0379,N56
62011CO0038,62005CJ0379,N57
62011CO0038,62005CJ0379,N58
62011CO0038,62005CJ0379,N59
62011CO0038,62005CJ0379,N60
62011CO0038,62005CJ0379,N64
62011CO0038,62005CJ0379,N66
62011CO0038,62005CJ0379,N67
62011CO0038,62005CJ0379,N77
62011CO0038,62005CJ0379,N83
62011CO0038,62007CJ0303,N28
62011CO0038,62007CJ0303,N29
62011CO0038,62007CJ0303,N30
62011CO0038,62007CJ0303,N34
62011CO0038,62007CJ0303,N70
62011CO0038,62007CJ0303,N71
62011CO0038,62007CJ0303,N79
62011CO0038,62007CJ0540,N61
62011CO0038,62007CJ0540,N63
62011CO0038,62007CJ0540,N68
62011CO0038,62007CJ0540,N81
62011CO0038,62008CJ0182,N39
62011CO0038,62008CJ0311,N46
62011CO0038,62008CJ0436,N37
62011CO0038,62008CJ0436,N38
62011CO0038,62008CJ0436,N39
62011CO0038,62008CJ0436,N49
62011CO0038,62008CJ0487,N61
62011CO0038,62008CJ0487,N62
62011CO0038,62008CJ0487,N63
62011CO0038,62009CJ0284,N61
62011CO0038,62009CJ0284,N62
62011CO0038,62009CJ0284,N63
62011CO0038,62009CJ0310,N37
62011CO0038,62009CJ0310,N38
62011CO0038,62009CJ0310,N39
62011CO0038,62010CO0199,N54
62011CO0038,62010CO0199,N55
62011CO0038,62010CO0199,N56
62011CO0038,62010CO0199,N57
62011CO0038,62010CO0199,N58
62011CO0038,62010CO0199,N59
62011CO0038,62010CO0199,N60
62011CO0038,62010CO0199,N68
62011CO0021,61990CJ0320,N12
62011CO0021,61991CJ0083,N10
62011CO0021,61998CJ0379,N11
62011CO0021,62001CJ0380,N10
62011CO0021,62001CJ0380,N11
62011CO0021,62003CJ0470,N11
62011CO0021,62009CJ0443,N9
62011CO0021,62009CO0181,N12
62011CO0021,62011CO0144,N10
62011CO0021,62011CO0144,N12
62011CO0021,62011CO0144,N13
62010CO0529,62002CJ0255,N9
62010CO0529,62002CJ0255,N14
62010CO0529,62002CJ0255,N21
62010CO0529,62004CJ0196,N22
62010CO0529,62004CJ0524,N22
62010CO0529,62006CJ0425,N9
62010CO0529,62006CJ0425,N14
62010CO0529,62006CJ0425,N21
62010CO0529,62007CJ0330,N22
62010CO0529,62008CJ0182,N18
62010CO0529,62008CJ0182,N22
62010CO0529,62008CJ0384,N26
62010CO0529,62010CJ0417,N17
62010CO0529,62010CJ0417,N18
62010CO0529,62010CJ0417,N19
62010CO0529,62010CJ0417,N21
62010CO0529,62010CJ0417,N22
62010CO0529,62010CJ0417,N23
62010CO0529,62010CJ0417,N24
62010CO0529,62010CJ0417,N25
62010CO0529,62010CJ0417,N26
62010CO0529,62010CJ0417,N27
62010CO0529,62010CJ0417,N28
62010CO0529,62010CJ0417,N29
62010CO0529,62010CJ0417,N30
62010CO0529,62010CJ0417,N31
62010CO0529,62010CJ0417,N32
62011CO0333,62001CJ0078,N31
62011CO0333,62001CJ0078,N32
62011CO0333,62008CJ0230,N27
62011CO0333,62008CJ0230,N28
62011CO0333,62008CJ0230,N39
62011CO0333,62008CJ0230,N42
62011CO0333,62009CJ0488,N29
62011CO0333,62009CJ0488,N32
62011CO0220,61991CJ0163,N19
62011CO0220,61991CJ0163,N20
62011CO0220,61991CJ0163,N23
62011CO0220,61996CJ0308,N19
62011CO0220,61996CJ0308,N21
62011CO0220,62001CJ0149,N19
62011CO0220,62010CJ0031,N23
62011CO0117,61996CJ0349,N26
62011CO0117,61996CJ0349,N28
62011CO0117,61996CJ0349,N30
62011CO0117,61996CJ0349,N32
62011CO0117,61996CJ0349,N34
62011CO0117,61996CJ0349,N39
62011CO0117,61998CJ0481,N38
62011CO0117,61999CJ0034,N28
62011CO0117,61999CJ0267,N38
62011CO0117,62004CJ0041,N26
62011CO0117,62004CJ0041,N29
62011CO0117,62004CJ0041,N30
62011CO0117,62004CJ0041,N32
62011CO0117,62004CJ0041,N39
62011CO0117,62005CJ0111,N26
62011CO0117,62005CJ0111,N29
62011CO0117,62005CJ0111,N30
62011CO0117,62005CJ0453,N34
62011CO0117,62006CJ0425,N27
62011CO0117,62006CJ0425,N32
62011CO0117,62006CJ0425,N39
62011CO0117,62007CJ0572,N27
62011CO0117,62007CJ0572,N28
62011CO0117,62007CJ0572,N29
62011CO0117,62008CJ0461,N27
62011CO0117,62008CJ0461,N29
62011CO0117,62009CJ0041,N38
62011CO0117,62009CJ0094,N30
62011CO0117,62009CJ0094,N40
62011CO0117,62009CJ0276,N26
62011CO0117,62009CJ0276,N27
62011CO0117,62009CJ0276,N28
62011CO0117,62009CJ0276,N30
62011CO0117,62009CJ0276,N34
62011CO0117,62009CJ0276,N39
62011CO0117,62009CJ0497,N26
62011CO0117,62009CJ0497,N28
62011CO0117,62009CJ0497,N29
62011CO0117,62009CJ0497,N30
62011CO0117,62009CJ0497,N32
62011CO0117,62010CJ0259,N38
62011CO0117,62011CJ0117,N31
62011CO0117,62011CJ0117,N36
62011CO0117,62011CJ0117,N37
62011CO0117,62011CJ0117,N39
62011CO0069,61980CJ0154,N19
62011CO0069,61994CJ0317,N21
62011CO0069,61995CJ0258,N19
62011CO0069,62003CJ0412,N19
62011CO0069,62010CJ0285,N19
62010CO0573,62010CJ0263,N20
62010CO0573,62010CJ0263,N21
62010CO0573,62010CJ0263,N22
62010CO0573,62010CJ0263,N23
62010CO0438,62010CJ0263,N18
62010CO0438,62010CJ0263,N19
62010CO0438,62010CJ0263,N20
62010CO0438,62010CJ0263,N21
62010CO0335,62010CJ0263,N18
62010CO0335,62010CJ0263,N19
62010CO0335,62010CJ0263,N20
62010CO0335,62010CJ0263,N21
62010CO0335,62010CJ0263,N24
62010CO0613,61981CJ0141,N24
62010CO0613,61990CJ0320,N21
62010CO0613,61991CJ0083,N19
62010CO0613,61993CJ0415,N20
62010CO0613,61996CJ0176,N24
62010CO0613,62001CJ0380,N19
62010CO0613,62001CJ0380,N20
62010CO0613,62003CJ0453,N22
62010CO0613,62004CJ0394,N14
62010CO0613,62005CJ0295,N23
62010CO0613,62005CJ0380,N21
62010CO0613,62005CJ0380,N23
62010CO0613,62005CO0018,N16
62010CO0613,62007CJ0519,N45
62010CO0613,62007CO0072,N22
62010CO0613,62009CO0292,N19
62010CO0613,62009CO0292,N20
62010CO0613,62009CO0292,N21
62010CO0613,62009CO0292,N22
62010CO0613,62009CO0292,N23
62010CO0613,62009CO0292,N24
62010CO0136,62009CJ0402,N18
62010CO0136,62009CJ0402,N19
62010CO0136,62009CJ0402,N20
62010CO0136,62009CJ0402,N21
62010CO0136,62009CJ0402,N22
62010CO0136,62009CJ0402,N23
62010CO0136,62009CJ0402,N24
62010CO0336,62009CJ0402,N14
62010CO0336,62009CJ0402,N15
62010CO0336,62009CJ0402,N16
62010CO0336,62009CJ0402,N17
62011CO0029,62009CJ0402,N20
62011CO0029,62009CJ0402,N21
62011CO0029,62009CJ0402,N23
62011CO0029,62009CJ0402,N24
62011CO0029,62009CJ0402,N25
62010CO0199,61996CJ0336,N31
62010CO0199,61998CJ0397,N23
62010CO0199,62003CJ0446,N30
62010CO0199,62004CJ0196,N25
62010CO0199,62004CJ0374,N32
62010CO0199,62004CJ0374,N37
62010CO0199,62004CJ0374,N38
62010CO0199,62004CJ0374,N39
62010CO0199,62004CJ0470,N31
62010CO0199,62004CJ0524,N25
62010CO0199,62005CJ0170,N36
62010CO0199,62005CJ0170,N37
62010CO0199,62005CJ0298,N25
62010CO0199,62005CJ0379,N33
62010CO0199,62005CJ0379,N34
62010CO0199,62005CJ0379,N35
62010CO0199,62005CJ0379,N36
62010CO0199,62005CJ0379,N37
62010CO0199,62005CJ0379,N38
62010CO0199,62005CJ0379,N39
62010CO0199,62006CJ0293,N26
62010CO0199,62006CJ0443,N23
62010CO0199,62007CJ0540,N40
62010CO0199,62007CJ0540,N42
62010CO0199,62008CJ0311,N23
62010CO0199,62008CJ0311,N24
62010CO0199,62008CJ0487,N40
62010CO0439,61990CJ0320,N9
62010CO0439,61991CJ0083,N8
62010CO0439,62001CJ0380,N8
62010CO0439,62006CJ0445,N8
62010CO0439,62009CO0181,N9
62010CO0439,62009CO0181,N10
62010CO0441,61990CJ0320,N9
62010CO0441,61991CJ0083,N8
62010CO0441,62001CJ0380,N8
62010CO0441,62006CJ0445,N8
62010CO0441,62009CO0181,N9
62010CO0441,62009CO0181,N10
62010CO0440,61990CJ0320,N9
62010CO0440,61991CJ0083,N8
62010CO0440,62001CJ0380,N8
62010CO0440,62006CJ0445,N8
62010CO0440,62009CO0181,N9
62010CO0440,62009CO0181,N10
62010CO0377,61977CJ0148,N11
62010CO0377,61990CJ0228,N11
62010CO0377,61991CJ0083,N8
62010CO0377,61996CJ0284,N11
62010CO0377,62001CJ0380,N8
62010CO0377,62004CJ0094,N9
62010CO0377,62006CJ0445,N8
62010CO0377,62007CJ0570,N9
62009CO0487,62003CJ0022,N17
62009CO0487,62004CJ0193,N18
62009CO0487,62007CJ0222,N20
62009CO0487,62007CJ0569,N15
62009CO0487,62007CJ0569,N19
62009CO0381,61986CJ0269,N18
62009CO0381,61986CJ0289,N18
62009CO0381,61992CJ0111,N21
62009CO0381,61992CJ0111,N23
62009CO0381,61992CJ0111,N24
62009CO0381,61995CJ0283,N23
62009CO0381,61998CJ0158,N18
62009CO0381,61998CJ0455,N18
62009CO0381,62004CJ0439,N18
62009CO0381,62008CJ0461,N22
62009CO0381,62008CJ0473,N22
62009CO0381,62009CJ0079,N22
62009CO0292,61981CJ0141,N23
62009CO0292,61990CJ0320,N19
62009CO0292,61991CJ0083,N18
62009CO0292,61992CJ0292,N16
62009CO0292,61993CJ0415,N19
62009CO0292,61996CJ0176,N23
62009CO0292,61999CJ0076,N10
62009CO0292,62000CJ0116,N23
62009CO0292,62001CJ0380,N18
62009CO0292,62001CJ0380,N19
62009CO0292,62002CJ0151,N15
62009CO0292,62003CJ0453,N21
62009CO0292,62004CJ0394,N9
62009CO0292,62005CJ0295,N22
62009CO0292,62005CJ0380,N15
62009CO0292,62005CJ0380,N16
62009CO0292,62005CJ0380,N20
62009CO0292,62005CJ0380,N21
62009CO0292,62005CJ0380,N22
62009CO0292,62007CJ0072,N18
62009CO0292,62007CJ0072,N21
62009CO0292,62007CJ0305,N19
62009CO0292,62008CJ0408,N15
62009CO0292,62008CJ0408,N20
62009CO0292,62008CJ0408,N21
62009CO0292,62009CJ0181,N22
62008CO0483,61993CJ0312,N38
62008CO0483,61997CJ0085,N36
62008CO0483,61997CJ0085,N37
62008CO0483,61997CJ0085,N38
62008CO0483,61997CJ0085,N39
62008CO0483,61997CJ0085,N40
62008CO0483,61997CJ0085,N41
62008CO0483,61998CJ0379,N30
62008CO0483,61999CJ0390,N30
62008CO0483,62000CJ0326,N29
62008CO0483,62003CJ0145,N29
62008CO0483,62004CJ0419,N29
62008CO0483,62007CJ0095,N41
62007CO0439,61983CJ0270,N76
62007CO0439,61983CJ0270,N77
62007CO0439,61988CJ0297,N59
62007CO0439,61989CJ0073,N59
62007CO0439,61991CJ0088,N59
62007CO0439,61994CJ0163,N65
62007CO0439,61994CJ0283,N50
62007CO0439,61995CJ0028,N59
62007CO0439,61996CJ0264,N79
62007CO0439,61997CJ0311,N76
62007CO0439,62003CJ0253,N76
62007CO0439,62003CJ0253,N77
62007CO0439,62003CJ0253,N78
62007CO0439,62003CJ0456,N49
62007CO0439,62003CJ0513,N64
62007CO0439,62003CJ0513,N65
62007CO0439,62004CJ0196,N79
62007CO0439,62004CJ0374,N46
62007CO0439,62004CJ0446,N46
62007CO0439,62004CJ0446,N47
62007CO0439,62004CJ0446,N69
62007CO0439,62004CJ0446,N70
62007CO0439,62004CJ0446,N72
62007CO0439,62005CJ0101,N64
62007CO0439,62005CJ0101,N65
62007CO0439,62005CJ0101,N66
62007CO0439,62005CJ0101,N73
62007CO0439,62005CJ0157,N68
62007CO0439,62005CJ0231,N77
62007CO0439,62005CJ0298,N79
62007CO0439,62005CJ0298,N80
62007CO0439,62005CJ0321,N49
62007CO0439,62005CJ0370,N64
62007CO0439,62005CO0201,N64
62007CO0439,62005CO0201,N65
62007CO0439,62005CO0201,N66
62007CO0439,62005CO0201,N72
62007CO0439,62005CO0201,N73
62007CO0439,62006CJ0194,N46
62007CO0439,62006CJ0284,N69
62007CO0439,62006CJ0414,N79
62007CO0439,62006CJ0491,N49
62007CO0439,62007CJ0027,N47
62007CO0439,62007CJ0027,N51
62007CO0439,62007CJ0027,N52
62007CO0439,62007CJ0048,N59
62007CO0439,62007CJ0138,N34
62007CO0439,62007CJ0138,N35
62007CO0439,62007CJ0138,N36
62007CO0439,62007CJ0138,N37
62007CO0439,62007CJ0138,N38
62007CO0439,62007CJ0138,N39
62007CO0439,62007CJ0138,N40
62007CO0439,62007CJ0138,N41
62007CO0439,62007CJ0138,N42
62007CO0439,62007CJ0138,N43
62007CO0439,62007CJ0138,N47
62007CO0439,62007CJ0138,N48
62007CO0439,62007CJ0138,N56
62007CO0439,62007CJ0138,N62
62008CO0119,61984CJ0295,N29
62008CO0119,61984CJ0295,N35
62008CO0119,62003CJ0475,N23
62008CO0119,62003CJ0475,N24
62008CO0119,62003CJ0475,N25
62008CO0119,62003CJ0475,N26
62008CO0119,62003CJ0475,N27
62008CO0119,62003CJ0475,N28
62008CO0119,62006CJ0283,N30
62008CO0119,62006CJ0283,N31
62008CO0119,62006CJ0283,N32
62008CO0119,62006CJ0283,N33
62008CO0151,61985CJ0073,N31
62008CO0151,61991CJ0208,N40
62008CO0151,61997CJ0031,N34
62008CO0151,62006CJ0283,N28
62008CO0151,62006CJ0283,N29
62008CO0151,62006CJ0283,N30
62008CO0151,62006CJ0283,N31
62008CO0151,62006CJ0283,N32
62008CO0156,61985CJ0073,N25
62008CO0156,61985CJ0073,N29
62008CO0156,61985CJ0073,N30
62008CO0156,61991CJ0208,N32
62008CO0156,62006CJ0283,N31
62008CO0042,61999CJ0451,N16
62008CO0042,61999CJ0451,N17
62008CO0042,61999CJ0451,N18
62008CO0042,61999CJ0451,N19
62008CO0042,61999CJ0451,N22
62008CO0042,62002CJ0464,N17
62008CO0042,62002CJ0464,N18
62008CO0042,62003CJ0232,N18
62008CO0042,62004CJ0151,N17
62008CO0042,62004CJ0151,N18
62008CO0042,62004CO0435,N20
62008CO0042,62005CO0242,N16
62008CO0042,62005CO0242,N17
62008CO0042,62005CO0242,N18
62008CO0042,62005CO0242,N20
62008CO0042,62005CO0242,N22
62008CO0042,62005CO0242,N23
62007CO0456,61984CJ0107,N16
62007CO0456,61985CJ0235,N16
62007CO0456,61985CJ0235,N17
62007CO0456,61985CJ0235,N18
62007CO0456,61985CJ0235,N19
62007CO0456,61985CJ0235,N20
62007CO0456,61990CJ0202,N16
62007CO0456,61990CJ0202,N17
62007CO0456,61990CJ0202,N18
62007CO0456,62006CJ0408,N16
62007CO0231,61989CJ0005,N15
62007CO0231,61991CJ0281,N11
62007CO0231,61995CJ0002,N11
62007CO0231,61995CJ0002,N17
62007CO0231,61996CJ0308,N21
62007CO0231,61996CJ0349,N19
62007CO0231,61996CJ0349,N20
62007CO0231,61996CJ0349,N21
62007CO0231,62001CJ0008,N16
62007CO0231,62001CJ0305,N17
62007CO0231,62003CJ0472,N15
62007CO0231,62004CJ0169,N17
62007CO0231,62005CJ0455,N15
62007CO0231,62005CJ0455,N16
62007CO0231,62005CJ0455,N17
62007CO0231,62005CJ0455,N24
62007CO0186,61993CJ0346,N21
62007CO0186,61995CJ0028,N19
62007CO0186,61995CJ0130,N19
62007CO0186,61996CJ0124,N1
62007CO0186,61996CJ0124,N16
62007CO0186,62000CO0454,N19
62007CO0186,62000CO0454,N22
62005CO0201,61990CJ0204,N65
62005CO0201,61990CJ0300,N65
62005CO0201,61993CJ0046,N131
62005CO0201,61994CJ0163,N90
62005CO0201,61998CJ0035,N51
62005CO0201,61998CJ0035,N55
62005CO0201,61998CJ0035,N66
62005CO0201,61998CJ0251,N45
62005CO0201,61998CJ0251,N46
62005CO0201,61998CJ0397,N128
62005CO0201,62002CJ0315,N66
62005CO0201,62003CJ0513,N53
62005CO0201,62003CJ0513,N90
62005CO0201,62004CJ0196,N31
62005CO0201,62004CJ0196,N45
62005CO0201,62004CJ0196,N46
62005CO0201,62004CJ0196,N71
62005CO0201,62004CJ0196,N72
62005CO0201,62004CJ0196,N73
62005CO0201,62004CJ0196,N74
62005CO0201,62004CJ0196,N75
62005CO0201,62004CJ0196,N76
62005CO0201,62004CJ0196,N77
62005CO0201,62004CJ0196,N78
62005CO0201,62004CJ0196,N79
62005CO0201,62004CJ0196,N80
62005CO0201,62004CJ0196,N81
62005CO0201,62004CJ0196,N82
62005CO0201,62004CJ0196,N106
62005CO0201,62004CJ0374,N31
62005CO0201,62004CJ0386,N66
62005CO0201,62004CJ0446,N31
62005CO0201,62004CJ0446,N36
62005CO0201,62004CJ0446,N37
62005CO0201,62004CJ0446,N38
62005CO0201,62004CJ0446,N39
62005CO0201,62004CJ0446,N40
62005CO0201,62004CJ0446,N41
62005CO0201,62004CJ0446,N42
62005CO0201,62004CJ0446,N55
62005CO0201,62004CJ0446,N60
62005CO0201,62004CJ0446,N61
62005CO0201,62004CJ0446,N62
62005CO0201,62004CJ0446,N63
62005CO0201,62004CJ0446,N66
62005CO0201,62004CJ0446,N67
62005CO0201,62004CJ0446,N92
62005CO0201,62004CJ0446,N111
62005CO0201,62004CJ0446,N112
62005CO0201,62004CJ0446,N113
62005CO0201,62004CJ0446,N114
62005CO0201,62004CJ0446,N116
62005CO0201,62004CJ0446,N117
62005CO0201,62004CJ0446,N118
62005CO0201,62004CJ0446,N119
62005CO0201,62004CJ0446,N120
62005CO0201,62004CJ0446,N121
62005CO0201,62004CJ0446,N122
62005CO0201,62004CJ0446,N123
62005CO0201,62004CJ0446,N124
62005CO0201,62004CJ0446,N125
62005CO0201,62004CJ0446,N126
62005CO0201,62004CJ0452,N106
62005CO0201,62004CJ0524,N31
62005CO0201,62004CJ0524,N45
62005CO0201,62004CJ0524,N46
62005CO0201,62004CJ0524,N84
62005CO0201,62004CJ0524,N106
62005CO0201,62004CJ0524,N111
62005CO0201,62004CJ0524,N112
62005CO0201,62004CJ0524,N113
62005CO0201,62004CJ0524,N114
62005CO0201,62004CJ0524,N115
62005CO0201,62004CJ0524,N116
62005CO0201,62004CJ0524,N117
62005CO0201,62004CJ0524,N118
62005CO0201,62004CJ0524,N119
62005CO0201,62004CJ0524,N120
62005CO0201,62004CJ0524,N121
62005CO0201,62004CJ0524,N122
62005CO0201,62004CJ0524,N123
62005CO0201,62004CJ0524,N124
62005CO0201,62004CJ0524,N125
62005CO0201,62004CJ0524,N126
62005CO0201,62004CJ0524,N127
62005CO0201,62004CJ0524,N128
62005CO0201,62004CJ0524,N129
62005CO0201,62004CJ0524,N130
62005CO0201,62005CJ0101,N53
62005CO0201,62005CJ0101,N90
62005CO0201,62005CJ0101,N91
62005CO0201,62005CJ0101,N93
62005CO0201,62005CJ0101,N95
62005CO0201,62005CJ0101,N96
62005CO0201,62005CJ0157,N88
62005CO0201,62005CJ0370,N53
62005CO0201,62005CO0102,N88
62005CO0201,62005CO0102,N106
62007CO0134,62001CJ0383,N24
62007CO0134,62005CJ0313,N25
62007CO0134,62005CJ0313,N28
62007CO0134,62005CJ0313,N30
62006CO0221,62000CO0445,N19
62006CO0168,61997CJ0321,N22
62006CO0168,62004CJ0302,N22
62006CO0168,62005CJ0261,N23
62005CO0233,61984CJ0139,N26
62005CO0233,61984CJ0139,N27
62005CO0233,61994CJ0144,N36
62005CO0233,62001CJ0271,N25
62005CO0233,62002CJ0320,N28
62005CO0261,62004CJ0302,N19
62005CO0018,61978CJ0083,N23
62005CO0018,61995CJ0045,N28
62005CO0018,61995CJ0045,N29
62005CO0018,61996CJ0105,N23
62005CO0018,61998CJ0107,N22
62005CO0018,62001CJ0008,N27
62005CO0018,62001CJ0019,N22
62005CO0018,62003CJ0284,N27
62005CO0018,62003CJ0498,N26
62005CO0018,62003CJ0536,N23
62005CO0018,62004CJ0394,N27
62005CO0018,62004CJ0415,N26
62002CO0395,61994CJ0286,N29
62002CO0395,61996CJ0318,N20
62002CO0395,61997CJ0338,N20
62002CO0395,61998CJ0098,N21
62002CO0395,61998CJ0454,N29
62002CO0395,61998CJ0454,N30
62002CO0395,62001CJ0497,N21
62002CO0395,62001CJ0497,N25
62001CO0431,61982CJ0008,N32
62001CO0431,61983CJ0283,N32
62001CO0431,61987CJ0143,N26
62001CO0431,61990CJ0370,N26
62001CO0431,61992CJ0019,N37
62001CO0431,61993CJ0279,N25
62001CO0431,61993CJ0384,N27
62001CO0431,61996CJ0264,N25
62001CO0431,61998CJ0035,N25
62001CO0431,61999CJ0122,N32
62001CO0431,61999CJ0141,N22
62001CO0431,61999CJ0141,N23
62001CO0431,61999CJ0141,N25
62001CO0431,61999CJ0141,N27
62001CO0431,61999CJ0141,N29
62001CO0431,61999CJ0141,N33
62001CO0431,61999CJ0393,N26
62001CO0431,62000CJ0055,N25
62000CO0264,61991CJ0071,N31
62000CO0264,61999CJ0206,N31
62000CO0264,61999CJ0206,N33
62001CO0080,61978CJ0001,N23
62001CO0080,61995CJ0296,N18
62001CO0080,61995CJ0341,N17
62001CO0080,61999CJ0009,N17
62001CO0080,61999CJ0325,N21
62001CO0080,61999CJ0325,N20
62001CO0080,61999CJ0325,N19
62000CO0102,61990CJ0060,N13
62000CO0102,61990CJ0060,N15
62000CO0102,61991CJ0333,N14
62000CO0102,61995CJ0080,N14
62000CO0102,61999CJ0142,N13
62000CO0102,61999CJ0142,N15
62000CO0102,61999CJ0142,N16
61999CO0279,61997CJ0004,N3
61999CO0279,61997CJ0004,N6
61999CO0279,61997CJ0004,N7
61999CO0279,61997CJ0004,N9
61999CO0279,61997CJ0004,N14
61999CO0279,61997CJ0004,N15
61999CO0279,61997CJ0004,N16
61999CO0279,61997CJ0004,N17
61999CO0279,61997CJ0004,N18
61998CO0028,61977CJ0148,N23
61998CO0028,61977CJ0148,N11
61998CO0028,61981CJ0141,N06
61998CO0028,61981CJ0141,N9
61998CO0028,61990CJ0228,N14
61998CO0028,61990CJ0228,N11
61998CO0028,61990CJ0320,N06
61998CO0028,61990CJ0320,N8
61998CO0028,61992CJ0130,N18
61998CO0028,61992CJ0130,N11
61998CO0028,61992CO0157,N04
61998CO0028,61992CO0157,N8
61998CO0028,61993CO0378,N14
61998CO0028,61993CO0378,N8
61998CO0028,61993CO0458,N13
61998CO0028,61993CO0458,N9
61998CO0028,61993CO0458,N12
61998CO0028,61993CO0458,N8
61998CO0028,61994CJ0113,N17
61998CO0028,61996CJ0284,N23
61998CO0028,61996CJ0284,N11
61998CO0028,61996CO0196,N04
61998CO0028,61996CO0196,N8
61998CO0028,61996CO0196,N05
61998CO0028,61996CO0196,N9
61998CO0028,61998CO0009,N04
61998CO0028,61998CO0009,N8
61998CO0325,61981CJ0141,N06
61998CO0325,61981CJ0141,N8
61998CO0325,61985CJ0355,N10
61998CO0325,61985CJ0355,N11
61998CO0325,61990CJ0320,N06
61998CO0325,61990CJ0320,N7
61998CO0325,61992CO0157,N04
61998CO0325,61992CO0157,N7
61998CO0325,61993CO0378,N14
61998CO0325,61993CO0378,N7
61998CO0325,61993CO0458,N13
61998CO0325,61993CO0458,N8
61998CO0325,61993CO0458,N12
61998CO0325,61993CO0458,N7
61998CO0325,61994CJ0113,N14
61998CO0325,61996CJ0284,N23
61998CO0325,61996CJ0284,N11
61998CO0325,61996CO0196,N05
61998CO0325,61996CO0196,N8
61998CO0325,61996CO0196,N04
61998CO0325,61996CO0196,N7
61998CO0325,61998CO0009,N04
61998CO0325,61998CO0009,N7
61996CO0405,61996CJ0037,N8
61996CO0405,61996CJ0037,N12
61996CO0405,61996CJ0037,N16
61996CO0405,61996CJ0212,N7
61996CO0405,61996CJ0212,N10
61996CO0116,61970CO0040,N7
